,Original Shape,Duplicates,NanScore,NotEnglishCharacters,NoSenseCharacters,GuitarErrors,BassErrors,DrumsErrors,PianoErrors,PlayerErrors
0,7286,78,2110,276,79,1896,332,0,6,2234
